1,0.443556
3,0.689779
5,0.82646
7,0.902333
9,0.944451
11,0.967831
13,0.980809
15,0.98801
17,0.991991
19,0.994225
21,0.995409
23,0.996035
25,0.996544
27,0.996437
29,0.993711
31,0.99653
33,1.00955
35,1.01259
37,0.994752
39,0.988015
